"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69140","EBNA6_EBVA8 ","Q6NUQ1","RINT1_HUMAN ","two hybrid","11739688"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","O95967","FBLN4_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q6P2Q9","PRP8_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q9NSC5","HOME3_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB3","LMP1_EBVA8 ","Q13077","TRAF1_HUMAN ","two hybrid","7859281"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","P55268","LAMB2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z9","CEP1_EBVA8 ","Q8TD10","MIPO1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q07275","DUT_EBVA8 ","Q86VP1","TAXB1_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q13200","PSMD2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q9UBX5","FBLN5_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z9","CEP1_EBVA8 ","Q12800","TFCP2_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z8","KR2_EBVA8 ","Q13576","IQGA2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q96AA8","JKIP2_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CAP7","RIR2_EBVA8 ","P14618","KPYM_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z9","CEP1_EBVA8 ","P14373","TRI27_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C744","TRM3_EBVA8 ","Q16206","ENOX2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","Q96R06","SPAG5_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q9HAV7","GRPE1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C705","CVC2_EBVA8 ","Q9NZQ3","SPN90_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P62917","RL8_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","V5KU41","","O15217","GSTA4_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","P63279","UBC9_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB8","DNBI_EBVA8 ","P07196","NFL_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","P43405","KSYK_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69140","EBNA6_EBVA8 ","P55345","ANM2_HUMAN ","two hybrid","11739688"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH2","ICP27_EBVA8 ","Q8N7W2","BEND7_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH9","LTP_EBVA8 ","P04406","G3P_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q92878","RAD50_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P62899","RL31_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z9","CEP1_EBVA8 ","Q9NRD5","PICK1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C763","GB_EBVA8 ","Q13077","TRAF1_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z9","CEP1_EBVA8 ","Q96CV9","OPTN_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q96NA8","TSNA1_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C763","GB_EBVA8 ","P31947","1433S_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q13435","SF3B2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P43355","MAGA1_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB8","DNBI_EBVA8 ","Q9UBX5","FBLN5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P45378","TNNT3_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CAP7","RIR2_EBVA8 ","Q9UHV2","SRTD1_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C744","TRM3_EBVA8 ","Q96D09","GASP2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q08211","DHX9_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C763","GB_EBVA8 ","Q8IYX8","CE57L_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69022","EBNA2_EBVA8 ","Q06330","SUH_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q9BRK4","LZTS2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P62241","RS8_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P61978","HNRPK_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q9Y265","RUVB1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C742","BDLF2_EBVA8 ","O95236","APOL3_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q99750","MDFI_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q13643","FHL3_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q969F0","FATE1_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69022","EBNA2_EBVA8 ","P09455","RET1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P61247","RS3A_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C723","BRRF1_EBVA8 ","Q12933","TRAF2_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","P07948","LYN_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q8WXE0","CSKI2_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C763","GB_EBVA8 ","A1KXE4","F168B_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z8","KR2_EBVA8 ","Q6N089","Q6N089_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z8","KR2_EBVA8 ","Q7Z351","Q7Z351_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","P52292","IMA1_HUMAN ","two hybrid","9020106"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P0DMV9","HS71B_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q8N726","ARF_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH9","LTP_EBVA8 ","P01889","1B07_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z8","KR2_EBVA8 ","Q6N097","Q6N097_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69022","EBNA2_EBVA8 ","Q9HBX3","SNIT1_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH9","LTP_EBVA8 ","P03989","1B27_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z8","KR2_EBVA8 ","Q6N095","Q6N095_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH9","LTP_EBVA8 ","P30685","1B35_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q4ZG40","Q4ZG40_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q4ZG40","Q4ZG40_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69140","EBNA6_EBVA8 ","Q53G26","Q53G26_HUMAN ","two hybrid","11739688"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69138","EBNA3_EBVA8 ","A8KAF9","A8KAF9_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","E9KL48","E9KL48_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","A8K5I0","A8K5I0_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","B2R4S9","B2R4S9_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","E5KNY5","E5KNY5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","A4D1U3","A4D1U3_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q6IB29","Q6IB29_HUMAN ","two hybrid","10074103"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q6IB29","Q6IB29_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6N0","BARF1_EBVA8 ","Q53GC0","Q53GC0_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6N0","BARF1_EBVA8 ","Q53G26","Q53G26_HUMAN ","two hybrid","16518412"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","F1D8R5","F1D8R5_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","F1D8R5","F1D8R5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CAP7","RIR2_EBVA8 ","Q53GC0","Q53GC0_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH8","ITP_EBVA8 ","Q53GC0","Q53GC0_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","A8K4C8","A8K4C8_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG4","EBNA4_EBVA8 ","Q53SE7","Q53SE7_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG4","EBNA4_EBVA8 ","Q53SE7","Q53SE7_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG1","BZLF1_EBVA8 ","F1D8Q5","F1D8Q5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69022","EBNA2_EBVA8 ","A4D177","A4D177_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","A2A3R6","A2A3R6_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVH9","LTP_EBVA8 ","D9YZU5","D9YZU5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG1","BZLF1_EBVA8 ","E9KL35","E9KL35_HUMAN ","two hybrid","10849009"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q4ZG40","Q4ZG40_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q4ZG40","Q4ZG40_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C726","LF2_EBVA8 ","A8K031","A8K031_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C726","LF2_EBVA8 ","A8K031","A8K031_HUMAN ","two hybrid","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C763","GB_EBVA8 ","F1D8R5","F1D8R5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C742","BDLF2_EBVA8 ","A4D0U5","A4D0U5_HUMAN ","two hybrid","17446270"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C742","BDLF2_EBVA8 ","A4D0U5","A4D0U5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG4","EBNA4_EBVA8 ","F1D8R5","F1D8R5_HUMAN ","two hybrid","22761553"
"Human herpesvirus 5 (Human cytomegalovirus) STRAIN MERLIN","295027","Q6SW29","VIE2_HCMVM ","P06400","RB_HUMAN ","two hybrid","9671498"
"Human herpesvirus 5 (Human cytomegalovirus) STRAIN MERLIN","295027","F5HCM1","VIE1_HCMVM ","P29590","PML_HUMAN ","two hybrid","9671498"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG1","BZLF1_EBVA8 ","P63244","RACK1_HUMAN ","coimmunoprecipitation","10849009"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69140","EBNA6_EBVA8 ","Q9UHI6","DDX20_HUMAN ","coimmunoprecipitation","10383418"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q15554","TERF2_HUMAN ","coimmunoprecipitation","16799465"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB8","DNBI_EBVA8 ","P46531","NOTC1_HUMAN ","coimmunoprecipitation","15542637"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","Q96PU5","NED4L_HUMAN ","coimmunoprecipitation","11046148"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q6IB29","Q6IB29_HUMAN ","coimmunoprecipitation","10074103"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6N0","BARF1_EBVA8 ","Q53G26","Q53G26_HUMAN ","coimmunoprecipitation","16518412"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG1","BZLF1_EBVA8 ","E9KL35","E9KL35_HUMAN ","coimmunoprecipitation","10849009"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69140","EBNA6_EBVA8 ","Q9UHI6","DDX20_HUMAN ","cross-linking study","10383418"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","P52292","IMA1_HUMAN ","experimental interaction detection","9020106"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q69138","EBNA3_EBVA8 ","Q06330","SUH_HUMAN ","pull down","8627785"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q93009","UBP7_HUMAN ","x-ray crystallography","15808506"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q99848","EBP2_HUMAN ","one hybrid","10074103"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q6IB29","Q6IB29_HUMAN ","one hybrid","10074103"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG0","RTA_EBVA8 ","Q09472","EP300_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q9Y6C9","MTCH2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q96EY1","DNJA3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9H2V7","SPNS1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9NZ01","TECR_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q86Y82","STX12_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9UJZ1","STML2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","O00165","HAX1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P31689","DNJA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P25686","DNJB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q9BZG1","RAB34_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","P51911","CNN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","P60468","SC61B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q7Z4F1","LRP10_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","P00403","COX2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P23458","JAK1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q13586","STIM1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q3KSR4","","P52943","CRIP2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q12797","ASPH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q6IAA8","LTOR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q92692","NECT2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q9NXH8","TOR4A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q96D15","RCN3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q9Y3C5","RNF11_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q9NQX7","ITM2C_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","O00264","PGRC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q9NYL2","MLTK_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P04844","RPN2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ0","MTP_EBVA8 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P60468","SC61B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q14204","DYHC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","O60716","CTND1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","P27105","STOM_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q9NR12","PDLI7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P51571","SSRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q96AQ6","PBIP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P50479","PDLI4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q3KSR4","","P48643","TCPE_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P00846","ATP6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q3KSR4","","Q9HAU0","PKHA5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P09543","CN37_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P39656","OST48_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q9Y5M8","SRPRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P11717","MPRI_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P16615","AT2A2_HUMAN ","tandem affinity purification","22810586"
