"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P06703","S10A6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P46782","RS5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q71UM5","RS27L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P42677","RS27_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9BV68","RN126_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q13671","RIN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q14699","RFTN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q14257","RCN2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q93062","RBPMS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q15434","RBMS2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P49792","RBP2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P51148","RAB5C_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9BZG1","RAB34_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q13637","RAB32_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9NP72","RAB18_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9NXS2","QPCTL_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P49023","PAXI_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P48556","PSMD8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P51665","PSMD7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P55036","PSMD4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O43242","PSMD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O00487","PSDE_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UNM6","PSD13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O00232","PSD12_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O00231","PSD11_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q99460","PSMD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P62333","PRS10_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P62195","PRS8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P43686","PRS6B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P17980","PRS6A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P35998","PRS7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P62191","PRS4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P28070","PSB4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P49721","PSB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P20618","PSB1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O14818","PSA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P60900","PSA6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P28066","PSA5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P25789","PSA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P25786","PSA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y520","PRC2C_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9HCU5","PREB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O60831","PRAF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UPN7","PP6R1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O75688","PPM1B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q8IY17","PLPL6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O43164","PJA2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O15173","PGRC2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O00264","PGRC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q01813","PFKAP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P17858","PFKAL_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P40855","PEX19_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O75381","PEX14_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q6P996","PDXD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9NR12","PDLI7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q96HC4","PDLI5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P50479","PDLI4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P09619","PGFRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q8WX93","PALLD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y2I1","NISCH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O00483","NDUA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9HCH0","NCK5L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9UHC7","MKRN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q3KQU3","MA7D1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y5V3","MAGD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P28300","LYOX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q15334","L2GL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","O60333","KIF1B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9P266","JCAD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","A3KMH1","VWA8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q63ZY3","KANK2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P23458","JAK1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q70UQ0","IKIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P11717","MPRI_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q9Y6M1","IF2B2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P41252","SYIC_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P34932","HSP74_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q86YV9","HPS6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","P42694","HELZ_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q00341","VIGLN_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q8TED1","GPX8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q06210","GFPT1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q7L5D6","GET4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","Q2MG95","Q2MG95_EBVB9 ","Q14393","GAS6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9NZM1","MYOF_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9Y6C9","MTCH2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P62699","YPEL5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9H270","VPS11_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q93008","USP9X_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O95071","UBR5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q15629","TRAM1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9UQ35","SRRM2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9Y5M8","SRPRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9Y6N5","SQRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q7KZF4","SND1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q96B97","SH3K1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9NQC3","RTN4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P40429","RL13A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O60831","PRAF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O75688","PPM1B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q8IY17","PLPL6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P35080","PROF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9NR12","PDLI7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O00483","NDUA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9UJ70","NAGK_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q6UB35","C1TM_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P82650","RT22_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P27816","MAP4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P42704","LPPRC_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q63ZY3","KANK2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q00341","VIGLN_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P50402","EMD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P07858","CATB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O60716","CTND1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q16527","CSRP2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P51911","CNN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P47756","CAPZB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9NXH8","TOR4A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","P16615","AT2A2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q12797","ASPH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","O00203","AP3B1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03177","KITH_EBVB9 ","Q9Y305","ACOT9_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q8IXI1","MIRO2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q9BQB6","VKOR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","O95071","UBR5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q9UNE7","CHIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q9Y6N5","SQRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q9UHD8","SEPT9_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","O15027","SC16A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","Q71UM5","RS27L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","P43686","PRS6B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8","10377","P03179","MTP_EBVB9 ","O75381","PEX14_HUMAN ","tandem affinity purification","22810586"
